time,follower_x,follower_y,follower_z,tag_x,tag_y,tag_z,set_x,set_y,set_z,distance
23.955,1.3053823709487915,2.7811295986175537,1.2297085523605347,1.3066401481628418,4.233602046966553,1.3139382600784302,1.322667107924757,3.1820897473453034,1.2,1.4524729929387519
24.055,1.3010722398757935,2.8106184005737305,1.2345043420791626,1.2823190689086914,4.243068695068359,1.3123308420181274,1.2990728242183478,3.181079832546797,1.2,1.4325730444270792
24.155,1.3115569353103638,2.8634462356567383,1.2310833930969238,1.2498655319213867,4.210594177246094,1.3241647481918335,1.2864512759196527,3.2103510955249854,1.2,1.3485597523953246
24.254,1.3244203329086304,2.922586441040039,1.2147819995880127,1.2252862453460693,4.1756720542907715,1.341765284538269,1.2908884072805333,3.177826196279864,1.2,1.257000843855256
24.355,1.3389369249343872,2.990631103515625,1.1709016561508179,1.2000688314437866,4.132400035858154,1.3502711057662964,1.3023158067409646,3.1376409916456485,1.2,1.1501828733954933
24.455,1.343340516090393,3.058318853378296,1.1415570974349976,1.1702436208724976,4.092618465423584,1.373278021812439,1.3215618867635532,3.104133370741968,1.2,1.0486840432709503
24.555,1.3669002056121826,3.1100761890411377,1.1346040964126587,1.161828637123108,4.0413079261779785,1.3875162601470947,1.3434118851188306,3.057932349886131,1.2,0.9535443861999647
24.654,1.3553552627563477,3.1484363079071045,1.130941390991211,1.1636075973510742,4.005204200744629,1.3961113691329956,1.3850778946203697,3.0300370830527688,1.2,0.8779626355293398
24.754,1.3110543489456177,3.194887161254883,1.129678726196289,1.1372743844985962,3.948329210281372,1.405133843421936,1.4003112606414456,2.9835434300228676,1.2,0.7732233812323853
24.854,1.2869329452514648,3.2054224014282227,1.1010743379592896,1.0952610969543457,3.8768389225006104,1.4036873579025269,1.3851022511596989,3.5879735489328257,1.2,0.698239387458615
24.954,1.285194993019104,3.144916534423828,1.092612385749817,1.075324535369873,3.7927334308624268,1.411455750465393,1.2918141725909027,3.605392617343934,1.2,0.6809642724146662
25.054,1.3290140628814697,3.144012689590454,1.1186398267745972,1.0421669483184814,3.670642852783203,1.4094635248184204,1.3835205247204458,2.841410545534726,1.2,0.5996837465844256
25.155,1.3579188585281372,3.1343557834625244,1.1860395669937134,1.0212805271148682,3.516239643096924,1.4016271829605103,1.322375805401697,3.5439576027192903,1.2,0.509078234091751
25.254,1.3631112575531006,3.153348922729492,1.2168492078781128,1.0389807224273682,3.328547239303589,1.4057016372680664,1.2995247940654828,3.530070495389604,1.2,0.3684495269793287
25.354,1.383924961090088,3.1732959747314453,1.219734787940979,1.2662540674209595,3.707285165786743,1.482387661933899,1.228610333576218,3.5300576981109066,1.2,0.5468005992871466
25.454,1.3650057315826416,3.2342631816864014,1.258081078529358,1.465242624282837,4.072592735290527,1.4865245819091797,0.9850754579986212,3.203612206088427,1.2,0.8443008202674469
25.554,1.3587323427200317,3.284869909286499,1.2682621479034424,1.6097221374511719,4.13146448135376,1.4997423887252808,1.0469960064821295,3.4768942076115636,1.2,0.8830165607240491
25.654,1.3409305810928345,3.338254928588867,1.2604552507400513,1.6944916248321533,4.216746807098389,1.4198620319366455,1.0161918894139468,3.491427498953066,1.2,0.9469706395961938
25.754,1.3056577444076538,3.400397300720215,1.2239837646484375,1.7530781030654907,4.258784770965576,1.3842921257019043,1.344438161098008,3.346089094505557,1.2,0.9679948483415284
25.853,1.2545644044876099,3.437812089920044,1.1838996410369873,1.810874104499817,4.307255744934082,1.3678537607192993,1.3241964586681856,3.433674112201467,1.2,1.0321883314453044
25.953,1.1923154592514038,3.464945077896118,1.1345278024673462,1.8631086349487305,4.346046447753906,1.3537766933441162,1.3064755715996645,3.5152879793729728,1.2,1.1073857090135195
26.055,1.1466257572174072,3.4693877696990967,1.1166229248046875,1.9225027561187744,4.387759208679199,1.3459947109222412,1.3019951478051288,3.6035587827516946,1.2,1.2022442419735586
26.154,1.1158379316329956,3.459399700164795,1.1156206130981445,1.9453399181365967,4.398886203765869,1.3316267728805542,1.2936076989611145,3.640437052873997,1.2,1.2532790734956007
26.254,1.1162710189819336,3.437699556350708,1.0915580987930298,1.881977915763855,4.323978424072266,1.2354249954223633,1.3779116579743187,3.761587327246999,1.2,1.171237500744066
26.354,1.1325113773345947,3.4244303703308105,1.0719870328903198,1.8991650342941284,4.320182800292969,1.237419605255127,1.2355286262315541,3.5721275096266942,1.2,1.17903784736222
26.453,1.1563127040863037,3.4387569427490234,1.072352409362793,1.8990875482559204,4.2865376472473145,1.220290184020996,1.2345985016406567,3.53923964314966,1.2,1.1271408927240716
26.553,1.2275935411453247,3.5057921409606934,1.0920729637145996,1.9143153429031372,4.256800174713135,1.2009872198104858,1.2346393220654044,3.5232877298983345,1.2,1.017644289410698
26.653,1.2843818664550781,3.5186264514923096,1.1366642713546753,1.950803279876709,4.247408866882324,1.2041221857070923,1.2526371112342405,3.5314731149023744,1.2,0.9875430670348448
26.754,1.3105123043060303,3.554677963256836,1.282531976699829,2.007603168487549,4.229097843170166,1.232755422592163,1.2942362549060586,3.5283071136315836,1.2,0.9699370326715271
26.853,1.3257501125335693,3.5784482955932617,1.3688582181930542,2.0743796825408936,4.230757713317871,1.2456051111221313,1.3255538629845312,3.5679908674619982,1.2,0.9929520680987427
26.955,1.325757384300232,3.6110613346099854,1.4382966756820679,2.105821132659912,4.230454444885254,1.234904170036316,1.3385425061523728,3.589140551924323,1.2,0.9960658997081596
27.054,1.2946797609329224,3.618752956390381,1.4541714191436768,2.158280611038208,4.266602993011475,1.272469162940979,1.3726120123143857,3.647955393016659,1.2,1.0795907086727472
27.153,1.276443362236023,3.612499237060547,1.4209703207015991,2.1978609561920166,4.279749393463135,1.298744797706604,1.3908869022548003,3.6891625020812358,1.2,1.1376436848464155
27.253,1.2657750844955444,3.607879638671875,1.365454912185669,2.2156484127044678,4.256112098693848,1.2991492748260498,1.3907502274020551,3.690830767067916,1.2,1.1499846354925076
27.356,1.2587138414382935,3.626525640487671,1.3216880559921265,2.250070095062256,4.260376930236816,1.3022927045822144,1.4165768081462382,3.707847346715777,1.2,1.1766710156692028
27.46,1.2755777835845947,3.623819351196289,1.271552324295044,2.2970235347747803,4.271204471588135,1.3117353916168213,1.4474606407157844,3.743717136159024,1.2,1.2093216762835466
27.561,1.2965987920761108,3.6354243755340576,1.205932855606079,2.3344342708587646,4.267199993133545,1.337088704109192,1.4798270785157577,3.7479249727487756,1.2,1.215007371176502
27.673,1.3027349710464478,3.6495659351348877,1.1796150207519531,2.3846516609191895,4.267210960388184,1.363052487373352,1.5198675294395247,3.7650671503686213,1.2,1.2458045998652176
27.77,1.3189641237258911,3.6639187335968018,1.159496784210205,2.4112327098846436,4.245885372161865,1.375799298286438,1.5305746506039897,3.7721329234884764,1.2,1.2376331575680894
27.943,1.3390263319015503,3.6922168731689453,1.1522295475006104,2.472362995147705,4.20337438583374,1.3730173110961914,1.566542189513611,3.779713356140897,1.2,1.2432755105010265
27.976,1.3376048803329468,3.70401668548584,1.1608777046203613,2.472362995147705,4.20337438583374,1.3730173110961914,1.566542189513611,3.779713356140897,1.2,1.2397717903044445
28.054,1.3450347185134888,3.723743438720703,1.1752275228500366,2.4923322200775146,4.211827278137207,1.374955177307129,1.5769384680623304,3.809267619488252,1.2,1.2468028678963694
28.155,1.37520170211792,3.7645621299743652,1.1709825992584229,2.517862558364868,4.195793151855469,1.3934955596923828,1.5901840430909076,3.8224132216247453,1.2,1.2213247015563182
28.253,1.423698902130127,3.7748775482177734,1.145824670791626,2.5364654064178467,4.171469211578369,1.42386794090271,1.5927248857218375,3.8407823058859525,1.2,1.1813273214955438
28.353,1.4383009672164917,3.7724556922912598,1.1095101833343506,2.5743401050567627,4.1451416015625,1.450492262840271,1.6224116399304176,3.838821185523672,1.2,1.1956085102048235
28.453,1.482385277748108,3.779966354370117,1.0978699922561646,2.6143109798431396,4.095914363861084,1.487573504447937,1.650117309326462,3.8307152580262853,1.2,1.175193149982008
28.554,1.52797269821167,3.7923285961151123,1.0916941165924072,2.651461362838745,4.05236291885376,1.5079848766326904,1.6775487022797702,3.8254397388942443,1.2,1.1531888954319998
28.653,1.5309557914733887,3.7894208431243896,1.1144205331802368,2.684674024581909,4.007448673248291,1.532179355621338,1.7015317241326722,3.824606618273561,1.2,1.174138789119746
28.753,1.57122004032135,3.8232202529907227,1.121976613998413,2.685669183731079,4.016822338104248,1.5576820373535156,1.7045141361427785,3.823600257088648,1.2,1.1311404247956942
28.853,1.6010373830795288,3.835603952407837,1.1162137985229492,2.700443983078003,3.9736480712890625,1.5738401412963867,1.7092005216771757,3.841601109074452,1.2,1.108039282190798
28.954,1.6168241500854492,3.8510239124298096,1.111490249633789,2.7360384464263916,3.89015531539917,1.6016368865966797,1.8435371278784973,4.15371379785817,1.2,1.119898168510111
29.054,1.6372318267822266,3.8634438514709473,1.1064966917037964,2.7577435970306396,3.913867950439453,1.6587200164794922,1.7592571629234843,3.858869396785947,1.2,1.1216457627174536
29.153,1.6568849086761475,3.8462350368499756,1.102192759513855,2.8039605617523193,4.115677833557129,1.742531657218933,1.9548068559179166,3.6202441375125103,1.2,1.1782962168221955
29.252,1.6895684003829956,3.8402955532073975,1.111698865890503,2.8673858642578125,4.196274280548096,1.8313738107681274,1.9790271746743273,3.6091182713997907,1.2,1.2304368462166633
29.366,1.7185521125793457,3.8515515327453613,1.1071974039077759,2.914440870285034,4.227059364318848,1.8718993663787842,1.9608497056112766,3.925954912913449,1.2,1.2534576388453966
29.471,1.751625418663025,3.8594493865966797,1.102956771850586,2.9528067111968994,4.242679595947266,1.900516390800476,1.9995269187761253,3.940590805420034,1.2,1.2608338078003156
29.551,1.7903058528900146,3.8528122901916504,1.0969958305358887,2.987506866455078,4.244030952453613,1.9396675825119019,2.0326687452020464,3.9469044437035845,1.2,1.2595008172221467
29.651,1.8329269886016846,3.8359365463256836,1.0909533500671387,3.0197436809539795,4.2460551261901855,1.9645569324493408,2.067279677475086,3.94140397802731,1.2,1.2556795414420503
29.752,1.875093698501587,3.8231585025787354,1.086395502090454,3.0475919246673584,4.23825740814209,1.9912128448486328,2.0983083921719827,3.923836074684735,1.2,1.2438083420534594
29.85,1.91370689868927,3.823523759841919,1.083362102508545,3.062204360961914,4.23116397857666,2.0271875858306885,2.1165021342294192,3.9061296752282275,1.2,1.2186947808113446
29.952,1.9502907991409302,3.8362808227539062,1.0827546119689941,3.053107500076294,4.196702480316162,2.049752950668335,2.102780411823871,3.8854494878266577,1.2,1.160219137534752
30.05,1.984793782234192,3.857532262802124,1.0835773944854736,3.0584053993225098,4.169342041015625,2.0619285106658936,2.100728345443637,3.8814971861477945,1.2,1.1179746160519681
30.151,2.0163135528564453,3.8826122283935547,1.0843493938446045,3.0638129711151123,4.146566390991211,2.095071315765381,2.097867410090237,3.887821008160253,1.2,1.0802438758006803
30.254,2.0435051918029785,3.9063527584075928,1.0847399234771729,3.0606348514556885,4.103938579559326,2.111603260040283,2.0823634066312255,3.896610385043824,1.2,1.0361432822083259
30.352,2.0653016567230225,3.924205780029297,1.0853928327560425,3.053802967071533,4.033294677734375,2.114699602127075,2.0616044269167744,3.908626891539363,1.2,0.9945025028441264
30.451,2.082286834716797,3.9322547912597656,1.0876832008361816,3.0425140857696533,3.9682652950286865,2.1156163215637207,2.0435289546717748,3.923224115588598,1.2,0.96090224791402
30.556,2.095099449157715,3.930950164794922,1.0919233560562134,3.04628849029541,3.8917787075042725,2.121049642562866,2.0471688043763914,3.9337293118989787,1.2,0.9519952704959839
30.651,2.102771282196045,3.923616647720337,1.097757339477539,3.0501575469970703,3.8257758617401123,2.12154483795166,2.0561665361589543,3.9352375919156404,1.2,0.9524250910884628
30.751,2.1046488285064697,3.9146151542663574,1.1039994955062866,3.046046257019043,3.7463769912719727,2.1247992515563965,2.063245026556279,3.9310435594451993,1.2,0.9563122909896173
30.85,2.1007184982299805,3.907799243927002,1.1089985370635986,3.044952869415283,3.656071901321411,2.140019416809082,2.4202902003853435,4.16031929415501,1.2,0.9772129771666853
30.95,2.0925984382629395,3.905771493911743,1.112419605255127,3.05393648147583,3.546747922897339,2.153254270553589,2.4238770083409573,4.143529126086336,1.2,1.0261913846219548
31.053,2.0840585231781006,3.9092183113098145,1.11470365524292,3.0764172077178955,3.431001901626587,2.1598446369171143,2.4296486017385894,4.121171557284616,1.2,1.1015746426238526
31.151,2.085683584213257,3.921987295150757,1.1152641773223877,3.0884978771209717,3.303061008453369,2.145514965057373,2.1755625164950794,3.8651226513055725,1.2,1.1784338141894168
31.254,2.1093661785125732,3.948319673538208,1.113027811050415,3.175598382949829,3.7629871368408203,2.136695146560669,2.455205988915263,4.075131646738555,1.2,1.0822196001449145
31.351,2.1548311710357666,3.984636068344116,1.1100108623504639,3.283644199371338,4.114506244659424,2.0718955993652344,2.4130704393906823,3.6880050140883767,1.2,1.1362592642686318
31.453,2.20991587638855,4.0190110206604,1.1095396280288696,3.396834373474121,4.268370151519775,2.027430772781372,2.4666536412952205,3.7341031422819078,1.2,1.2128295407297822
31.554,2.261718273162842,4.040414333343506,1.1113427877426147,3.424569606781006,4.2877984046936035,2.0092415809631348,2.4481896167772046,4.071737961483429,1.2,1.1888743006959537
31.655,2.308751344680786,4.042282581329346,1.1132501363754272,3.485222101211548,4.352649211883545,1.9539823532104492,2.578087780411552,3.7956484556497223,1.2,1.21672136758324
31.76,2.349362373352051,4.020398139953613,1.1126668453216553,3.5109975337982178,4.391720294952393,1.9234265089035034,2.5507365751147715,4.112616566513755,1.2,1.2195394166560298
31.858,2.383256196975708,3.985105276107788,1.1116431951522827,3.527757406234741,4.401672840118408,1.8852070569992065,2.576319804183199,4.093831177242165,1.2,1.2179538387726898
31.965,2.4120936393737793,3.9498236179351807,1.112345814704895,3.518239736557007,4.4024577140808105,1.850080966949463,2.5796823635832733,4.057334464158925,1.2,1.1951722944024672
32.05,2.439572334289551,3.924293041229248,1.1147735118865967,3.533980131149292,4.3955793380737305,1.846518635749817,2.604649302171984,4.026331169070349,1.2,1.191570056446862
32.151,2.4669811725616455,3.918367862701416,1.1175148487091064,3.5321996212005615,4.387516498565674,1.8375890254974365,2.6115223182506435,3.9971918851566994,1.2,1.1639548040426626
32.254,2.494549036026001,3.932666063308716,1.120059609413147,3.524073362350464,4.354223251342773,1.808915138244629,2.5995746111993663,3.9730381793369816,1.2,1.112488562312899
32.353,2.5222671031951904,3.960524559020996,1.123055338859558,3.5078165531158447,4.323941707611084,1.7744256258010864,2.5749521764570913,3.9637139258381127,1.2,1.0504188412858246
32.455,2.5479204654693604,3.9913411140441895,1.127365231513977,3.5341668128967285,4.3135528564453125,1.7774391174316406,2.589978247083385,3.984147403868489,1.2,1.0375462711392647
32.555,2.5703392028808594,4.0169997215271,1.1327425241470337,3.561246633529663,4.2794952392578125,1.7841144800186157,2.599380518443027,4.005974533189437,1.2,1.0250860612376547
32.654,2.5872442722320557,4.031999111175537,1.1385382413864136,3.5769338607788086,4.254448890686035,1.7717108726501465,2.6036469194038494,4.02485679642106,1.2,1.0143812823993306
32.755,2.597648859024048,4.0350799560546875,1.143964171409607,3.5958569049835205,4.234892845153809,1.7706048488616943,2.601275490776332,4.035152869189726,1.2,1.0180100656026767
32.928,2.602167844772339,4.0293450355529785,1.1491684913635254,3.617067575454712,4.156838893890381,1.7711021900177002,2.8263138401618524,4.363275517269716,1.2,1.0228764085914344
32.949,2.603109121322632,4.020033359527588,1.1325056552886963,3.617067575454712,4.156838893890381,1.7711021900177002,2.8263138401618524,4.363275517269716,1.2,1.0231458844848114
33.056,2.608274221420288,4.004807472229004,1.076948881149292,3.6144607067108154,4.0848708152771,1.7764548063278198,2.6165094210119366,4.020892448840037,1.2,1.009366822360108
33.152,2.6075639724731445,3.994715690612793,1.027592658996582,3.587059497833252,3.996391773223877,1.7507572174072266,2.92937562847978,4.243331865917395,1.2,0.9794969593895593
33.249,2.6090292930603027,3.993008613586426,0.9924228191375732,3.554521322250366,3.886104106903076,1.7209159135818481,2.936562562655205,4.222223773234524,1.2,0.9515165530936149
33.353,2.621953248977661,4.005918025970459,0.980296790599823,3.5242831707000732,3.7645721435546875,1.6900068521499634,2.9457144625060505,4.208978742713785,1.2,0.9340487795584457
33.449,2.6502902507781982,4.029587268829346,0.9951404929161072,3.493281602859497,3.6539552211761475,1.6768481731414795,2.974598769001112,4.194706630519012,1.2,0.922894281544745
33.565,2.691223621368408,4.064220428466797,0.9362560510635376,3.446295976638794,3.5031368732452393,1.6523151397705078,3.022738628047552,4.175471490969456,1.2,0.9407172888990775
33.649,2.6921451091766357,4.062154769897461,0.8262195587158203,3.4608047008514404,3.848691701889038,1.7078438997268677,2.89678137628445,3.721079044495297,1.2,0.797749364949447
33.748,2.6507277488708496,4.0039286613464355,0.6810775995254517,3.4639663696289062,4.30737829208374,1.751907229423523,2.9768753611084824,3.7812122782113025,1.2,0.8680084865294077
33.856,2.5495765209198,3.950975179672241,0.5121781229972839,3.4492874145507812,4.375882148742676,1.7581677436828613,2.5427966656651173,3.9536564719006484,1.2,0.9950003138104442
33.949,2.421565055847168,3.9504051208496094,0.31498396396636963,3.4568755626678467,4.384812355041504,1.7707842588424683,2.5547071098162117,3.9534284393940986,1.2,1.1227544213458
34.051,2.3379194736480713,3.942671060562134,0.04903918132185936,3.459329843521118,4.38761568069458,1.7476855516433716,2.537776100089517,3.99936486232171,1.2,1.2064563533935286
34.15,2.2757389545440674,3.8722689151763916,-0.3310980796813965,3.442887783050537,4.365985870361328,1.728983759880066,2.5090692707247775,4.008238772486719,1.2,1.2672777200444696
34.251,2.2160377502441406,3.7594528198242188,-0.8104366064071655,3.4510161876678467,4.347725868225098,1.7088077068328857,2.52400067349772,3.972702886945422,1.2,1.3679316212356383
34.351,2.1477930545806885,3.60709810256958,-1.3869023323059082,3.450063943862915,4.339213848114014,1.7039995193481445,2.5449749505743693,3.9139916541636897,1.2,1.4939554658509748
34.449,2.057755947113037,3.425191879272461,-2.0430803298950195,3.4370086193084717,4.316388130187988,1.6641404628753662,2.4982539930982988,3.7999118224480055,1.2,1.6421232266197743
34.548,1.9628872871398926,3.2401864528656006,-2.8011035919189453,3.4437289237976074,4.29664421081543,1.621293544769287,2.3963809167243193,3.6381076606409595,1.2,1.8190643054030495
34.648,1.8845397233963013,3.05427622795105,-3.6770474910736084,3.456195116043091,4.279930591583252,1.5542289018630981,2.2911543976088655,3.4687487073704752,1.2,1.9930703179582985
34.749,1.8627797365188599,2.900719404220581,-4.630863189697266,3.466078281402588,4.250735282897949,1.4680978059768677,2.203539246218016,3.2956044369103807,1.2,2.095974498105191
34.847,0.0004636984958779067,-0.0003453122335486114,-0.006880759261548519,3.4680354595184326,4.180517673492432,1.3949558734893799,2.175545611555187,3.150073584880863,1.2,5.4317280144770335
34.952,0.00016598234651610255,0.0028822675812989473,-0.10365656018257141,3.4576010704040527,4.0674238204956055,1.3534588813781738,0.65,1.25,1.2,5.3361367508243704
35.048,-0.015511789359152317,0.03329472988843918,-0.3249683380126953,3.438232183456421,3.9062371253967285,1.3321136236190796,0.65,1.25,1.2,5.189222507147423
35.148,-0.04525507986545563,0.10031645745038986,-0.6727102994918823,3.4181485176086426,3.755563974380493,1.317353367805481,0.65,1.25,1.2,5.035474048093209
35.25,0.20756895840168,0.2153884917497635,-1.1088300943374634,3.396476984024048,3.591118097305298,1.2760920524597168,0.65,1.25,1.2,4.643779146955944
35.348,0.0016355453990399837,-0.004335805773735046,-0.005511882249265909,3.3751118183135986,3.449167490005493,1.250088095664978,0.65,1.25,1.2,4.827735201714723
35.448,0.07766245305538177,-0.026259522885084152,-0.06942528486251831,3.3587751388549805,3.3147075176239014,1.2406550645828247,0.65,1.25,1.2,4.682708748436361
35.552,0.30505385994911194,-0.13957332074642181,-0.24662235379219055,3.343278646469116,3.2105624675750732,1.2171188592910767,0.65,1.25,1.2,4.52263414987516
